side_size,proc1,proc2,proc4,proc6,proc8
5,0.011148214340209961,1.9130818843841553,2.0169992446899414,2.16375732421875,2.2532410621643066,
10,0.06997323036193848,4.191328287124634,4.451696872711182,4.706431865692139,4.963142395019531,
20,0.30130910873413086,10.490093231201172,11.158511400222778,11.794105052947998,12.468415021896362,
40,4.638586759567261,48.328115463256836,50.890870332717896,52.94665193557739,56.50130367279053,
80,70.64431977272034,217.4720356464386,204.90443444252014,226.33164048194885,234.72082829475403,
160,888.9866695404053,1065.0313534736633,786.5295114517212,757.3122608661652,790.0470283031464
